model,raman_method,horizon_steps,seed_count,parameter_count,training_time_seconds_mean,training_time_seconds_std,latency_ms_per_sample_mean,latency_ms_per_sample_std,samples_per_second_mean,mean_test_normal_nrmse_across_seeds
residual_target_gate_tcn,airpls_snv,1,5,818185.0,49.314,21.174656549753056,0.1886304,0.0155552530451934,5330.7919664,0.0248424150049685
residual_target_gate_tcn,airpls_snv,5,5,818185.0,48.62,7.210818261473519,0.2055038,0.0483378138645098,5044.562559,0.050365962833166
residual_target_gate_tcn,airpls_snv,20,5,818185.0,17.734,2.1611524703268854,0.1835116,0.0081929125956524,5457.5341138,0.0899766340851783
residual_target_gate_tcn,airpls_snv,40,5,818185.0,23.988,4.539837001479239,0.1985897999999999,0.0061211523179871,5039.3020848,0.1391534239053725
residual_target_gate_tcn,airpls_snv,60,5,818185.0,37.166,14.33542569999231,0.1916442,0.00497691015591,5220.8251276,0.1515197217464446
